#
#
#   rmid                  xi                    err                 
#   float                 float                 float               
####################################################################
    0.12300072061208515   463.15173402401336    17.829245309047614  
    0.17958282480975946   430.27113342593657    20.665884533184869  
    0.26219351241332567   282.02168131077087    14.65367718816861   
    0.38280630691972939   159.77915519949349    8.6641194022424166  
    0.55890272519982576   71.791341236817814    3.713576369256939   
    0.81600603383290982   30.87355104926332     1.5780422027348517  
    1.1913805698722391    13.046717373304688    0.69521084439393888 
    1.7394328024782024    5.9040925316075716    0.3415388269674115  
    2.5395969607441513    2.9869044348340053    0.18660736215906679 
    3.707848163971688     1.6717907430429868    0.11508804681039839 
    5.4135117578026026    0.91639753626919518   0.069676478586729901
    7.9038051872317157    0.50806386304317908   0.042403813349819075
    11.539669484909037    0.25559981592040404   0.023076720197162552
    16.848083760472981    0.1350563568419898    0.012973116196009174
